ward code,ward name,local authority code,local authority name,All usual residents,Females,Males,Lives in a household,Lives in a communal establishment,Area; Hectares,Density; persons per hectare,,,
E05013986,Upminster,E09000016,Havering,13341,6916,6425,13190,154,,,,,
E05013564,Belmore,E09000017,Hillingdon,17369,8524,8845,17338,28,,,,,
E05013565,Charville,E09000017,Hillingdon,11493,5762,5731,11421,79,,,,,
E05013566,Colham & Cowley,E09000017,Hillingdon,19249,9595,9654,17660,1597,,,,,
E05013567,Eastcote,E09000017,Hillingdon,16672,8638,8034,16647,42,,,,,
E05013568,Harefield Village,E09000017,Hillingdon,5751,2935,2816,5622,132,,,,,
E05013569,Hayes Town,E09000017,Hillingdon,15292,7582,7710,15230,59,,,,,
E05013570,Heathrow Villages,E09000017,Hillingdon,14033,6845,7188,13897,147,,,,,
E05013571,Hillingdon East,E09000017,Hillingdon,15646,8044,7602,15542,102,,,,,
E05013572,Hillingdon West,E09000017,Hillingdon,9871,5073,4798,9816,48,,,,,
E05013573,Ickenham & South Harefield,E09000017,Hillingdon,15502,7904,7598,15472,36,,,,,
E05013574,Northwood,E09000017,Hillingdon,11311,5948,5363,11140,168,,,,,
E05013575,Northwood Hills,E09000017,Hillingdon,11860,6141,5719,11783,76,,,,,
E05013576,Pinkwell,E09000017,Hillingdon,16853,8337,8516,16829,11,,,,,
E05013577,Ruislip,E09000017,Hillingdon,15504,8040,7464,15449,58,,,,,
E05013578,Ruislip Manor,E09000017,Hillingdon,10861,5564,5297,10817,37,,,,,
E05013579,South Ruislip,E09000017,Hillingdon,17040,8609,8431,16759,285,,,,,
E05013580,Uxbridge,E09000017,Hillingdon,18122,9015,9107,16004,2119,,,,,
E05013581,West Drayton,E09000017,Hillingdon,18431,9323,9108,18162,274,,,,,
E05013582,Wood End,E09000017,Hillingdon,19373,9785,9588,19187,191,,,,,
E05013583,Yeading,E09000017,Hillingdon,13546,6944,6602,13563,0,,,,,
E05013584,Yiewsley,E09000017,Hillingdon,12113,6235,5878,12113,6,,,,,
E05013606,Bedfont,E09000018,Hounslow,15352,7894,7458,15295,53,,,,,
E05013607,Brentford East,E09000018,Hounslow,8610,4550,4060,8604,2,,,,,
E05013608,Brentford West,E09000018,Hounslow,8553,4372,4181,8540,10,,,,,
E05013609,Chiswick Gunnersbury,E09000018,Hounslow,12790,6486,6304,12721,62,,,,,
E05013610,Chiswick Homefields,E09000018,Hounslow,13883,7146,6737,13703,184,,,,,
E05013611,Chiswick Riverside,E09000018,Hounslow,9893,5014,4879,9889,0,,,,,
E05013612,Cranford,E09000018,Hounslow,16028,7918,8110,16014,9,,,,,
E05013613,Feltham North,E09000018,Hounslow,12798,6414,6384,12482,315,,,,,
E05013614,Feltham West,E09000018,Hounslow,16231,8107,8124,15975,249,,,,,
E05013615,Hanworth Park,E09000018,Hounslow,10047,4982,5065,10050,0,,,,,
E05013616,Hanworth Village,E09000018,Hounslow,16522,8262,8260,16490,34,,,,,
E05013617,Heston Central,E09000018,Hounslow,14538,7249,7289,14367,165,,,,,
E05013618,Heston East,E09000018,Hounslow,11545,5757,5788,11528,22,,,,,
E05013619,Heston West,E09000018,Hounslow,15338,7724,7614,15327,14,,,,,
E05013620,Hounslow Central,E09000018,Hounslow,10624,5104,5520,10568,54,,,,,
E05013621,Hounslow East,E09000018,Hounslow,8780,4429,4351,8775,1,,,,,
E05013622,Hounslow Heath,E09000018,Hounslow,16069,7915,8154,16080,0,,,,,
E05013623,Hounslow South,E09000018,Hounslow,13870,6969,6901,13826,30,,,,,
E05013624,Hounslow West,E09000018,Hounslow,15919,7647,8272,15610,309,,,,,
E05013625,Isleworth,E09000018,Hounslow,14055,7458,6597,13950,108,,,,,
E05013626,Osterley & Spring Grove,E09000018,Hounslow,14592,7379,7213,14491,102,,,,,
E05013627,Syon & Brentford Lock,E09000018,Hounslow,12157,6220,5937,12089,73,,,,,
E05013697,Arsenal,E09000019,Islington,13162,6721,6441,13144,11,,,,,
E05013698,Barnsbury,E09000019,Islington,11840,6083,5757,11747,89,,,,,
E05013699,Bunhill,E09000019,Islington,11161,5674,5487,10312,855,,,,,
E05013700,Caledonian,E09000019,Islington,11324,6161,5163,11150,178,,,,,
E05013701,Canonbury,E09000019,Islington,12529,6700,5829,12533,10,,,,,
E05013702,Clerkenwell,E09000019,Islington,10998,5750,5248,10034,965,,,,,
E05013703,Finsbury Park,E09000019,Islington,14411,7570,6841,13944,473,,,,,
E05013704,Highbury,E09000019,Islington,13943,7350,6593,13853,94,,,,,
E05013705,Hillrise,E09000019,Islington,14809,7944,6865,14691,119,,,,,
E05013706,Holloway,E09000019,Islington,12355,6559,5796,11563,794,,,,,
E05013707,Junction,E09000019,Islington,12957,6855,6102,12787,187,,,,,
E05013708,Laycock,E09000019,Islington,13200,6592,6608,12571,635,,,,,
E05013709,Mildmay,E09000019,Islington,14176,7499,6677,13912,260,,,,,
E05013710,St Mary's & St James',E09000019,Islington,11673,6121,5552,11639,31,,,,,
E05013711,St Peter's & Canalside,E09000019,Islington,11676,5944,5732,11386,281,,,,,
E05013712,Tollington,E09000019,Islington,13964,7358,6606,13887,75,,,,,
E05013713,Tufnell Park,E09000019,Islington,12391,6404,5987,12202,196,,,,,
E05009388,Abingdon,E09000020,Kensington and Chelsea,8165,4346,3819,8046,122,,,,,
E05009389,Brompton & Hans Town,E09000020,Kensington and Chelsea,8125,4347,3778,8057,55,,,,,
E05009390,Campden,E09000020,Kensington and Chelsea,8459,4422,4037,8446,16,,,,,
E05009391,Chelsea Riverside,E09000020,Kensington and Chelsea,7473,4078,3395,7446,27,,,,,
E05009392,Colville,E09000020,Kensington and Chelsea,8568,4543,4025,8561,1,,,,,
E05009393,Courtfield,E09000020,Kensington and Chelsea,8235,4243,3992,7880,350,,,,,
E05009394,Dalgarno,E09000020,Kensington and Chelsea,7005,3720,3285,6855,148,,,,,
E05009395,Earl's Court,E09000020,Kensington and Chelsea,8943,4594,4349,8728,212,,,,,
E05009396,Golborne,E09000020,Kensington and Chelsea,8882,4614,4268,8623,260,,,,,
E05009397,Holland,E09000020,Kensington and Chelsea,9259,5076,4183,9192,72,,,,,
E05009398,Norland,E09000020,Kensington and Chelsea,5461,2927,2534,5451,2,,,,,
E05009399,Notting Dale,E09000020,Kensington and Chelsea,9406,4835,4571,9403,4,,,,,
E05009400,Pembridge,E09000020,Kensington and Chelsea,5355,2958,2397,5045,316,,,,,
E05009401,Queen's Gate,E09000020,Kensington and Chelsea,7634,4034,3600,7494,136,,,,,
E05009402,Redcliffe,E09000020,Kensington and Chelsea,9179,4722,4457,9080,88,,,,,
E05009403,Royal Hospital,E09000020,Kensington and Chelsea,8402,4691,3711,8131,282,,,,,
E05009404,St. Helen's,E09000020,Kensington and Chelsea,6284,3370,2914,6214,70,,,,,
E05009405,Stanley,E09000020,Kensington and Chelsea,8542,4802,3740,8398,137,,,,,
E05013928,Alexandra,E09000021,Kingston upon Thames,5821,2982,2839,5794,24,,,,,
E05013929,Berrylands,E09000021,Kingston upon Thames,6436,3231,3205,6418,13,,,,,
E05013930,Canbury Gardens,E09000021,Kingston upon Thames,7943,4069,3874,7955,0,,,,,
E05013931,Chessington South & Malden Rushett,E09000021,Kingston upon Thames,9805,5076,4729,9767,35,,,,,
E05013932,Coombe Hill,E09000021,Kingston upon Thames,7457,3954,3503,7112,346,,,,,
E05013933,Coombe Vale,E09000021,Kingston upon Thames,10323,5338,4985,10287,34,,,,,
E05013934,Green Lane & St James,E09000021,Kingston upon Thames,6819,3563,3256,6445,374,,,,,
E05013935,Hook & Chessington North,E09000021,Kingston upon Thames,10742,5531,5211,10721,21,,,,,
E05013936,King George's & Sunray,E09000021,Kingston upon Thames,5780,2984,2796,5788,0,,,,,
E05013937,Kingston Gate,E09000021,Kingston upon Thames,10972,5695,5277,10972,3,,,,,
E05013938,Kingston Town,E09000021,Kingston upon Thames,10352,5472,4880,9545,808,,,,,
E05013939,Motspur Park & Old Malden East,E09000021,Kingston upon Thames,7023,3613,3410,6915,103,,,,,
E05013940,New Malden Village,E09000021,Kingston upon Thames,9908,5195,4713,9785,121,,,,,
E05013941,Norbiton,E09000021,Kingston upon Thames,11111,5840,5271,10800,317,,,,,
E05013942,Old Malden,E09000021,Kingston upon Thames,6645,3367,3278,6644,7,,,,,
E05013943,St Mark's & Seething Wells,E09000021,Kingston upon Thames,11813,6126,5687,10934,875,,,,,
E05013944,Surbiton Hill,E09000021,Kingston upon Thames,10813,5587,5226,10530,284,,,,,
E05013945,Tolworth,E09000021,Kingston upon Thames,11078,5708,5370,11068,9,,,,,
E05013946,Tudor,E09000021,Kingston upon Thames,7194,3722,3472,7197,0,,,,,
E05014095,Brixton Acre Lane,E09000022,Lambeth,15266,7577,7689,14606,661,,,,,
E05014096,Brixton North,E09000022,Lambeth,16210,8359,7851,15932,275,,,,,
E05014097,Brixton Rush Common,E09000022,Lambeth,14611,7737,6874,14586,18,,,,,
E05014098,Brixton Windrush,E09000022,Lambeth,9898,5112,4786,9888,15,,,,,
E05014099,Clapham Common & Abbeville,E09000022,Lambeth,10062,5212,4850,10032,33,,,,,
E05014100,Clapham East,E09000022,Lambeth,9929,5255,4674,9877,57,,,,,
E05014101,Clapham Park,E09000022,Lambeth,13220,6795,6425,13096,115,,,,,
E05014102,Clapham Town,E09000022,Lambeth,15506,7926,7580,15445,63,,,,,
E05014103,Gipsy Hill,E09000022,Lambeth,10726,5722,5004,10717,6,,,,,
E05014104,Herne Hill & Loughborough Junction,E09000022,Lambeth,15973,8359,7614,15805,165,,,,,
E05014105,Kennington,E09000022,Lambeth,15041,7593,7448,14983,65,,,,,
E05014106,Knight's Hill,E09000022,Lambeth,16524,8758,7766,16406,125,,,,,
E05014107,Myatt's Fields,E09000022,Lambeth,11081,5689,5392,11022,63,,,,,
E05014108,Oval,E09000022,Lambeth,12172,5944,6228,11930,243,,,,,
E05014109,St Martin's,E09000022,Lambeth,10380,5563,4817,10373,6,,,,,
E05014110,Stockwell East,E09000022,Lambeth,10372,5284,5088,10291,81,,,,,
E05014111,Stockwell West & Larkhall,E09000022,Lambeth,16573,8425,8148,16515,51,,,,,
E05014112,Streatham Common & Vale,E09000022,Lambeth,17343,8911,8432,17151,190,,,,,
E05014113,Streatham Hill East,E09000022,Lambeth,10217,5297,4920,10103,114,,,,,
E05014114,Streatham Hill West & Thornton,E09000022,Lambeth,10591,5541,5050,10578,9,,,,,
E05014115,Streatham St Leonard's,E09000022,Lambeth,16038,8235,7803,15795,247,,,,,
E05014116,Streatham Wells,E09000022,Lambeth,9871,5132,4739,9726,144,,,,,
E05014117,Vauxhall,E09000022,Lambeth,9638,4690,4948,9146,489,,,,,
E05014118,Waterloo & South Bank,E09000022,Lambeth,8881,4529,4352,7732,1139,,,,,
E05014119,West Dulwich,E09000022,Lambeth,11537,6074,5463,11514,19,,,,,
E05013714,Bellingham,E09000023,Lewisham,11664,6092,5572,11655,8,,,,,
E05013715,Blackheath,E09000023,Lewisham,16222,8559,7663,16104,123,,,,,
E05013716,Brockley,E09000023,Lewisham,17953,9531,8422,17319,635,,,,,
E05013717,Catford South,E09000023,Lewisham,17267,9030,8237,17125,137,,,,,
E05013718,Crofton Park,E09000023,Lewisham,15494,8152,7342,15481,7,,,,,
E05013719,Deptford,E09000023,Lewisham,16385,8544,7841,16057,338,,,,,
E05013720,Downham,E09000023,Lewisham,18766,9933,8833,18740,7,,,,,
E05013721,Evelyn,E09000023,Lewisham,14960,7646,7314,14948,7,,,,,
E05013722,Forest Hill,E09000023,Lewisham,15177,7935,7242,15122,51,,,,,
E05013723,Grove Park,E09000023,Lewisham,15591,8129,7462,15513,80,,,,,
E05013724,Hither Green,E09000023,Lewisham,20255,10596,9659,19911,345,,,,,
E05013725,Ladywell,E09000023,Lewisham,15223,8101,7122,15080,140,,,,,
E05013726,Lee Green,E09000023,Lewisham,14990,7808,7182,14989,2,,,,,
E05013727,Lewisham Central,E09000023,Lewisham,8375,4299,4076,8082,293,,,,,
E05013728,New Cross Gate,E09000023,Lewisham,10894,5691,5203,10816,71,,,,,
E05013729,Perry Vale,E09000023,Lewisham,18338,9790,8548,18273,66,,,,,
E05013730,Rushey Green,E09000023,Lewisham,18753,9728,9025,18591,163,,,,,
E05013731,Sydenham,E09000023,Lewisham,17352,9349,8003,17161,184,,,,,
E05013732,Telegraph Hill,E09000023,Lewisham,16923,8913,8010,16900,16,,,,,
E05013810,Abbey,E09000024,Merton,10259,5227,5032,10243,17,,,,,
E05013811,Cannon Hill,E09000024,Merton,9936,5051,4885,9931,3,,,,,
E05013812,Colliers Wood,E09000024,Merton,11565,5910,5655,11400,163,,,,,
E05013813,Cricket Green,E09000024,Merton,12129,6274,5855,11980,143,,,,,
E05013814,Figge's Marsh,E09000024,Merton,11088,5689,5399,11079,5,,,,,
E05013815,Graveney,E09000024,Merton,11795,5926,5869,11775,15,,,,,
E05013816,Hillside,E09000024,Merton,8518,4458,4060,8461,60,,,,,
E05013817,Lavender Fields,E09000024,Merton,11562,5898,5664,11569,6,,,,,
E05013818,Longthornton,E09000024,Merton,11831,6074,5757,11742,88,,,,,
E05013819,Lower Morden,E09000024,Merton,11501,5878,5623,11418,73,,,,,
E05013820,Merton Park,E09000024,Merton,8295,4174,4121,8284,8,,,,,
E05013821,Pollards Hill,E09000024,Merton,11871,6098,5773,11852,18,,,,,
E05013822,Ravensbury,E09000024,Merton,9480,4880,4600,9402,72,,,,,
E05013823,Raynes Park,E09000024,Merton,12245,6422,5823,12178,61,,,,,
E05013824,St Helier,E09000024,Merton,11126,5658,5468,11119,12,,,,,
E05013825,Village,E09000024,Merton,11482,6060,5422,11312,154,,,,,
E05013826,Wandle,E09000024,Merton,6281,3303,2978,6276,9,,,,,
E05013827,West Barnes,E09000024,Merton,10494,5353,5141,10432,63,,,,,
E05013828,Wimbledon Park,E09000024,Merton,11066,5753,5313,11049,17,,,,,
E05013829,Wimbledon Town & Dundonald,E09000024,Merton,12681,6450,6231,12601,84,,,,,
E05013904,Beckton,E09000025,Newham,15293,7969,7324,15021,281,,,,,
E05013905,Boleyn,E09000025,Newham,15580,7689,7891,15574,1,,,,,
E05013906,Canning Town North,E09000025,Newham,10637,5342,5295,10557,81,,,,,
E05013907,Canning Town South,E09000025,Newham,7067,3559,3508,7042,25,,,,,
E05013908,Custom House,E09000025,Newham,17726,9076,8650,17640,82,,,,,
E05013909,East Ham,E09000025,Newham,15037,7615,7422,15044,0,,,,,
E05013910,East Ham South,E09000025,Newham,18047,9146,8901,17941,105,,,,,
E05013911,Forest Gate North,E09000025,Newham,10804,5468,5336,10800,4,,,,,
E05013912,Forest Gate South,E09000025,Newham,17375,8675,8700,17219,161,,,,,
E05013913,Green Street East,E09000025,Newham,16794,8328,8466,16779,8,,,,,
E05013914,Green Street West,E09000025,Newham,15892,7484,8408,15857,36,,,,,
E05013915,Little Ilford,E09000025,Newham,18098,9234,8864,18048,52,,,,,
E05013916,Manor Park,E09000025,Newham,15762,7795,7967,15693,67,,,,,
E05013917,Maryland,E09000025,Newham,12743,6452,6291,12721,23,,,,,
E05013918,Plaistow North,E09000025,Newham,17668,8873,8795,17666,2,,,,,
E05013919,Plaistow South,E09000025,Newham,13435,6884,6551,13438,8,,,,,
E05013920,Plaistow West & Canning Town East,E09000025,Newham,16880,8717,8163,16840,42,,,,,
E05013921,Plashet,E09000025,Newham,11614,5485,6129,11593,19,,,,,
E05013922,Royal Albert,E09000025,Newham,10159,5261,4898,9791,366,,,,,
E05013923,Royal Victoria,E09000025,Newham,14542,7199,7343,14539,0,,,,,
E05013924,Stratford,E09000025,Newham,15743,7648,8095,15307,437,,,,,
E05013925,Stratford Olympic Park,E09000025,Newham,11854,5819,6035,11088,772,,,,,
E05013926,Wall End,E09000025,Newham,16595,8155,8440,16582,10,,,,,
E05013927,West Ham,E09000025,Newham,15706,7866,7840,15661,43,,,,,
E05011234,Aldborough,E09000026,Redbridge,15580,7881,7699,15447,137,,,,,
E05011235,Barkingside,E09000026,Redbridge,15203,7606,7597,15200,6,,,,,
E05011236,Bridge,E09000026,Redbridge,13398,6903,6495,13368,12,,,,,
E05011237,Chadwell,E09000026,Redbridge,16633,8456,8177,16479,141,,,,,
E05011238,Churchfields,E09000026,Redbridge,15676,8012,7664,15600,79,,,,,
E05011239,Clayhall,E09000026,Redbridge,13793,6874,6919,13776,19,,,,,
E05011240,Clementswood,E09000026,Redbridge,13773,6717,7056,13675,91,,,,,
E05011241,Cranbrook,E09000026,Redbridge,13229,6663,6566,13082,149,,,,,
E05011242,Fairlop,E09000026,Redbridge,14756,7611,7145,14749,9,,,,,
E05011243,Fullwell,E09000026,Redbridge,15965,8212,7753,15923,44,,,,,
E05011244,Goodmayes,E09000026,Redbridge,15159,7496,7663,15072,93,,,,,
E05011245,Hainault,E09000026,Redbridge,15711,8170,7541,15641,57,,,,,
E05011246,Ilford Town,E09000026,Redbridge,12118,6135,5983,12064,55,,,,,
E05011247,Loxford,E09000026,Redbridge,15050,7524,7526,14947,116,,,,,
E05011248,Mayfield,E09000026,Redbridge,15992,7954,8038,15956,34,,,,,
E05011249,Monkhams,E09000026,Redbridge,9546,4868,4678,9458,93,,,,,
E05011250,Newbury,E09000026,Redbridge,14334,7121,7213,14299,41,,,,,
E05011251,Seven Kings,E09000026,Redbridge,15157,7490,7667,15009,149,,,,,
E05011252,South Woodford,E09000026,Redbridge,12499,6444,6055,12461,42,,,,,
E05011253,Valentines,E09000026,Redbridge,15548,7766,7782,15278,256,,,,,
E05011254,Wanstead Park,E09000026,Redbridge,8149,4156,3993,8136,9,,,,,
E05011255,Wanstead Village,E09000026,Redbridge,13023,6881,6142,12880,138,,,,,
E05013774,Barnes,E09000027,Richmond upon Thames,10472,5484,4988,10339,134,,,,,
E05013775,East Sheen,E09000027,Richmond upon Thames,10668,5525,5143,10625,45,,,,,
E05013776,Fulwell & Hampton Hill,E09000027,Richmond upon Thames,10714,5562,5152,10625,98,,,,,
E05013777,"Ham, Petersham & Richmond Riverside",E09000027,Richmond upon Thames,10827,5622,5205,10800,27,,,,,
E05013778,Hampton,E09000027,Richmond upon Thames,9975,5124,4851,9887,85,,,,,
E05013779,Hampton North,E09000027,Richmond upon Thames,10042,5232,4810,10028,13,,,,,
E05013780,Hampton Wick & South Teddington,E09000027,Richmond upon Thames,10753,5486,5267,10658,96,,,,,
E05013781,Heathfield,E09000027,Richmond upon Thames,10413,5309,5104,10374,34,,,,,
E05013782,Kew,E09000027,Richmond upon Thames,11792,6180,5612,11693,95,,,,,
E05013783,Mortlake & Barnes Common,E09000027,Richmond upon Thames,11801,6249,5552,11799,3,,,,,
E05013784,North Richmond,E09000027,Richmond upon Thames,10862,5583,5279,10856,3,,,,,
E05013785,St Margarets & North Twickenham,E09000027,Richmond upon Thames,11663,5985,5678,11647,16,,,,,
E05013786,South Richmond,E09000027,Richmond upon Thames,11083,5808,5275,10953,129,,,,,
E05013787,South Twickenham,E09000027,Richmond upon Thames,10849,5633,5216,10115,729,,,,,
E05013788,Teddington,E09000027,Richmond upon Thames,10564,5627,4937,10497,68,,,,,
E05013789,Twickenham Riverside,E09000027,Richmond upon Thames,11279,5802,5477,11089,178,,,,,
E05013790,West Twickenham,E09000027,Richmond upon Thames,11087,5872,5215,11064,29,,,,,
E05013791,Whitton,E09000027,Richmond upon Thames,10435,5221,5214,10361,77,,,,,
E05011095,Borough & Bankside,E09000028,Southwark,9331,4677,4654,8108,1217,,,,,
E05011096,Camberwell Green,E09000028,Southwark,15240,7868,7372,15177,71,,,,,
E05011097,Champion Hill,E09000028,Southwark,9449,4967,4482,9444,3,,,,,
E05011098,Chaucer,E09000028,Southwark,15015,7728,7287,14354,662,,,,,
E05011099,Dulwich Hill,E09000028,Southwark,9706,5126,4580,9622,83,,,,,
E05011100,Dulwich Village,E09000028,Southwark,10088,5194,4894,10043,45,,,,,
E05011101,Dulwich Wood,E09000028,Southwark,10285,5324,4961,10107,178,,,,,
E05011102,Faraday,E09000028,Southwark,12478,6636,5842,12468,9,,,,,
E05011103,Goose Green,E09000028,Southwark,13725,7174,6551,13712,13,,,,,
E05011104,London Bridge & West Bermondsey,E09000028,Southwark,14886,7539,7347,14430,445,,,,,
E05011105,Newington,E09000028,Southwark,13833,7102,6731,13764,67,,,,,
E05011106,North Bermondsey,E09000028,Southwark,15503,7783,7720,15284,213,,,,,
E05011107,North Walworth,E09000028,Southwark,15646,7961,7685,15242,417,,,,,
E05011108,Nunhead & Queen's Road,E09000028,Southwark,15597,8387,7210,15477,130,,,,,
E05011109,Old Kent Road,E09000028,Southwark,18597,9640,8957,18590,2,,,,,
E05011110,Peckham,E09000028,Southwark,14754,7760,6994,14723,37,,,,,
E05011111,Peckham Rye,E09000028,Southwark,10180,5348,4832,10149,36,,,,,
E05011112,Rotherhithe,E09000028,Southwark,15395,7802,7593,15236,151,,,,,
E05011113,Rye Lane,E09000028,Southwark,14270,7547,6723,14239,28,,,,,
E05011114,St George's,E09000028,Southwark,8147,4081,4066,7413,733,,,,,
E05011115,St Giles,E09000028,Southwark,16430,8484,7946,15857,575,,,,,
E05011116,South Bermondsey,E09000028,Southwark,15930,8112,7818,15917,11,,,,,
E05011117,Surrey Docks,E09000028,Southwark,13140,6392,6748,13134,7,,,,,
E05013754,Beddington,E09000029,Sutton,11007,5624,5383,11002,8,,,,,
E05013755,Belmont,E09000029,Sutton,11524,5894,5630,11340,187,,,,,
E05013756,Carshalton Central,E09000029,Sutton,11677,6079,5598,11602,68,,,,,
E05013757,Carshalton South & Clockhouse,E09000029,Sutton,10083,5158,4925,9986,97,,,,,
E05013758,Cheam,E09000029,Sutton,10827,5608,5219,10718,114,,,,,
E05013759,Hackbridge,E09000029,Sutton,6823,3499,3324,6830,0,,,,,
E05013760,North Cheam,E09000029,Sutton,11642,5950,5692,11649,2,,,,,
E05013761,St Helier East,E09000029,Sutton,8452,4373,4079,8439,10,,,,,
E05013762,St Helier West,E09000029,Sutton,12290,6455,5835,12252,42,,,,,
E05013763,South Beddington & Roundshaw,E09000029,Sutton,10803,5587,5216,10796,10,,,,,
E05013764,Stonecot,E09000029,Sutton,7784,3998,3786,7724,55,,,,,
E05013765,Sutton Central,E09000029,Sutton,12366,6374,5992,12366,4,,,,,
E05013766,Sutton North,E09000029,Sutton,11295,5808,5487,11213,85,,,,,
E05013767,Sutton South,E09000029,Sutton,12172,6235,5937,11885,296,,,,,
E05013768,Sutton West & East Cheam,E09000029,Sutton,11512,5990,5522,11464,42,,,,,
E05013769,The Wrythe,E09000029,Sutton,10700,5588,5112,10703,0,,,,,
E05013770,Wallington North,E09000029,Sutton,11956,6102,5854,11918,39,,,,,
E05013771,Wallington South,E09000029,Sutton,11211,5856,5355,11091,127,,,,,
E05013772,Worcester Park North,E09000029,Sutton,8307,4283,4024,8306,7,,,,,
E05013773,Worcester Park South,E09000029,Sutton,7172,3658,3514,7146,26,,,,,
E05009317,Bethnal Green,E09000030,Tower Hamlets,21229,10806,10423,19812,1396,,,,,
E05009318,Blackwall & Cubitt Town,E09000030,Tower Hamlets,21834,10605,11229,21831,0,,,,,
E05009319,Bow East,E09000030,Tower Hamlets,19530,10004,9526,19521,3,,,,,
E05009320,Bow West,E09000030,Tower Hamlets,13708,6914,6794,13704,10,,,,,
E05009321,Bromley North,E09000030,Tower Hamlets,11429,5624,5805,11415,17,,,,,
E05009322,Bromley South,E09000030,Tower Hamlets,14232,7300,6932,14229,4,,,,,
E05009323,Canary Wharf,E09000030,Tower Hamlets,17920,8925,8995,17911,10,,,,,
E05009324,Island Gardens,E09000030,Tower Hamlets,14902,7544,7358,14901,3,,,,,
E05009325,Lansbury,E09000030,Tower Hamlets,21734,10839,10895,21626,115,,,,,
E05009326,Limehouse,E09000030,Tower Hamlets,6751,3067,3684,6707,49,,,,,
E05009327,Mile End,E09000030,Tower Hamlets,21795,10726,11069,21704,93,,,,,
E05009328,Poplar,E09000030,Tower Hamlets,7956,3930,4026,7912,39,,,,,
E05009329,St Dunstan's,E09000030,Tower Hamlets,14364,7338,7026,13740,630,,,,,
E05009330,St Katharine's & Wapping,E09000030,Tower Hamlets,12067,5748,6319,12039,20,,,,,
E05009331,St Peter's,E09000030,Tower Hamlets,19970,10117,9853,18868,1116,,,,,
E05009332,Shadwell,E09000030,Tower Hamlets,12979,6431,6548,12498,472,,,,,
E05009333,Spitalfields & Banglatown,E09000030,Tower Hamlets,13219,6390,6829,12194,1029,,,,,
E05009334,Stepney Green,E09000030,Tower Hamlets,12451,6184,6267,12235,208,,,,,
E05009335,Weavers,E09000030,Tower Hamlets,13268,6657,6611,13087,180,,,,,
E05009336,Whitechapel,E09000030,Tower Hamlets,18981,9278,9703,17746,1229,,,,,
E05013882,Cann Hall,E09000031,Waltham Forest,16077,8018,8059,16049,41,,,,,
E05013883,Cathall,E09000031,Waltham Forest,10537,5163,5374,10479,59,,,,,
E05013884,Chapel End,E09000031,Waltham Forest,14056,7231,6825,14053,2,,,,,
E05013885,Chingford Green,E09000031,Waltham Forest,11561,5953,5608,11444,117,,,,,
E05013886,Endlebury,E09000031,Waltham Forest,8934,4569,4365,8942,0,,,,,
E05013887,Forest,E09000031,Waltham Forest,16552,8317,8235,16524,22,,,,,
E05013888,Grove Green,E09000031,Waltham Forest,14823,7532,7291,14797,15,,,,,
E05013889,Hale End & Highams Park South,E09000031,Waltham Forest,9439,4861,4578,9435,2,,,,,
E05013890,Hatch Lane & Highams Park North,E09000031,Waltham Forest,13202,6932,6270,13065,132,,,,,
E05013891,High Street,E09000031,Waltham Forest,10782,5448,5334,10769,12,,,,,
E05013892,Higham Hill,E09000031,Waltham Forest,14130,7309,6821,14127,1,,,,,
E05013893,Hoe Street,E09000031,Waltham Forest,14235,7303,6932,13993,240,,,,,
E05013894,Larkswood,E09000031,Waltham Forest,13397,6852,6545,13331,60,,,,,
E05013895,Lea Bridge,E09000031,Waltham Forest,15106,7453,7653,14811,297,,,,,
E05013896,Leyton,E09000031,Waltham Forest,13788,7068,6720,13741,45,,,,,
E05013897,Leytonstone,E09000031,Waltham Forest,12345,6275,6070,12171,181,,,,,
E05013898,Markhouse,E09000031,Waltham Forest,10124,5080,5044,10057,64,,,,,
E05013899,St James,E09000031,Waltham Forest,12510,6535,5975,12161,339,,,,,
E05013900,Upper Walthamstow,E09000031,Waltham Forest,8399,4318,4081,8378,24,,,,,
E05013901,Valley,E09000031,Waltham Forest,14309,7290,7019,14283,27,,,,,
E05013902,William Morris,E09000031,Waltham Forest,14655,7565,7090,14654,3,,,,,
E05013903,Wood Street,E09000031,Waltham Forest,9482,4889,4593,9427,53,,,,,
E05014009,Balham,E09000032,Wandsworth,17474,9154,8320,17294,175,,,,,
E05014010,Battersea Park,E09000032,Wandsworth,18949,9988,8961,18778,181,,,,,
E05014011,East Putney,E09000032,Wandsworth,17162,8983,8179,17123,43,,,,,
E05014012,Falconbrook,E09000032,Wandsworth,12055,6422,5633,11695,358,,,,,
E05014013,Furzedown,E09000032,Wandsworth,17749,9271,8478,17472,282,,,,,
E05014014,Lavender,E09000032,Wandsworth,12576,6519,6057,12566,2,,,,,
E05014015,Nine Elms,E09000032,Wandsworth,5466,2736,2730,5462,2,,,,,
E05014016,Northcote,E09000032,Wandsworth,13340,6887,6453,13340,1,,,,,
E05014017,Roehampton,E09000032,Wandsworth,19141,10230,8911,17680,1464,,,,,
E05014018,St Mary's,E09000032,Wandsworth,14295,7470,6825,14225,67,,,,,
E05014019,Shaftesbury & Queenstown,E09000032,Wandsworth,15771,8375,7396,15769,2,,,,,
E05014020,South Balham,E09000032,Wandsworth,10115,5368,4747,10113,5,,,,,
E05014021,Southfields,E09000032,Wandsworth,12546,6661,5885,12547,2,,,,,
E05014022,Thamesfield,E09000032,Wandsworth,16320,8506,7814,16311,13,,,,,
